Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n_Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,ID,Year_Birth,Dt_Customer
42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,39,2381,0,0,0,1,0,0,0,1,0,0,118,91,1,749,1981,2013-11-19 00:00:00.0000000
44953,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,3,11,0,39,2714,0,0,0,1,0,0,0,0,0,1,897,773,1,1008,1981,2012-12-21 00:00:00.0000000
54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,2627,0,0,0,0,1,0,0,1,0,0,32,22,0,8650,1978,2013-03-18 00:00:00.0000000
67893,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,3,11,0,45,2795,1,0,0,0,0,1,0,0,0,0,948,901,0,2882,1975,2012-10-01 00:00:00.0000000
68281,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,3,11,1,62,2850,0,0,1,0,0,0,0,1,0,0,1614,1573,0,3262,1958,2012-08-07 00:00:00.0000000
69267,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,67,2804,0,0,1,0,0,0,0,1,0,0,1489,1343,0,2379,1953,2012-09-22 00:00:00.0000000
71322,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,3,11,0,44,2217,0,0,0,1,0,0,0,1,0,0,308,266,0,3107,1976,2014-05-02 00:00:00.0000000
83512,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,34,2171,0,1,0,0,0,0,0,1,0,0,2056,1955,4,477,1986,2014-06-17 00:00:00.0000000
10245,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,49,2569,0,0,1,0,0,0,0,1,0,0,28,15,0,948,1971,2013-05-15 00:00:00.0000000
19414,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,2415,0,0,0,1,0,1,0,0,0,0,25,18,0,3102,1981,2013-10-16 00:00:00.0000000
24884,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,48,2736,0,1,0,0,0,1,0,0,0,0,16,13,0,9850,1972,2012-11-29 00:00:00.0000000
32632,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,3,11,0,57,2855,0,1,0,0,0,1,0,0,0,0,523,470,0,5117,1963,2012-08-02 00:00:00.0000000
33454,1,0,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,3,11,0,35,2576,0,1,0,0,0,0,0,0,0,1,146,123,0,6177,1985,2013-05-08 00:00:00.0000000
37292,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,37,2596,0,0,0,1,0,0,0,1,0,0,394,328,0,7610,1983,2013-04-18 00:00:00.0000000
40887,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,3,11,1,68,2578,0,0,1,0,0,0,0,1,0,0,118,75,0,3517,1952,2013-05-06 00:00:00.0000000
41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,38,2498,0,0,0,1,0,1,0,0,0,0,422,377,0,75,1982,2013-07-25 00:00:00.0000000
48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,41,2346,0,0,1,0,0,0,0,1,0,0,126,117,0,5025,1979,2013-12-24 00:00:00.0000000
50150,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,37,2533,0,1,0,0,0,0,0,0,0,1,399,388,0,4698,1983,2013-06-20 00:00:00.0000000
51651,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,3,11,0,60,2758,0,1,0,0,0,0,0,1,0,0,341,249,0,6497,1960,2012-11-07 00:00:00.0000000
52914,0,1,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,3,11,0,49,2697,0,1,0,0,0,0,0,1,0,0,348,121,1,4377,1971,2013-01-07 00:00:00.0000000
53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,69,2483,0,1,0,0,0,0,0,0,0,1,253,228,0,8104,1951,2013-08-09 00:00:00.0000000
55914,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,3,11,0,45,2585,0,0,0,1,0,0,0,1,0,0,1028,796,0,3491,1975,2013-04-29 00:00:00.0000000
67384,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,50,2755,0,0,1,0,0,0,0,1,0,0,1383,1276,1,5544,1970,2012-11-10 00:00:00.0000000
79761,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,62,2427,0,0,1,0,0,0,0,0,0,1,594,583,0,9449,1958,2013-10-04 00:00:00.0000000
82497,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,40,2765,0,1,0,0,0,0,0,1,0,0,1716,1513,1,4543,1980,2012-10-31 00:00:00.0000000
88347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,59,2520,0,0,0,1,0,0,0,1,0,0,1998,1880,1,6421,1961,2013-07-03 00:00:00.0000000
90273,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,29,2356,0,0,1,0,0,0,0,1,0,0,1880,1769,3,569,1991,2013-12-14 00:00:00.0000000
92556,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,60,2229,0,0,0,1,0,1,0,0,0,0,1235,1207,0,5832,1960,2014-04-20 00:00:00.0000000
26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,71,2606,0,0,1,0,0,0,0,0,0,1,55,53,0,2868,1949,2013-04-08 00:00:00.0000000
27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,0,1,0,0,0,0,0,0,1,0,20,19,0,2256,1973,2014-03-29 00:00:00.0000000
30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,49,2710,0,0,0,0,1,0,0,1,0,0,37,30,0,2154,1971,2012-12-25 00:00:00.0000000
30833,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,69,2507,0,1,0,0,0,0,0,1,0,0,22,16,0,113,1951,2013-07-16 00:00:00.0000000
33562,1,2,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,3,11,0,57,2163,0,1,0,0,0,0,0,0,1,0,48,45,0,1448,1963,2014-06-25 00:00:00.0000000
36143,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,39,2250,0,0,1,0,0,0,0,0,1,0,13,7,0,2724,1981,2014-03-30 00:00:00.0000000
41275,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,3,11,0,60,2256,0,0,0,1,0,0,0,0,1,0,52,43,0,1100,1960,2014-03-24 00:00:00.0000000
45183,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0,58,2684,0,0,1,0,0,0,0,0,1,0,303,291,1,199,1962,2013-01-20 00:00:00.0000000
48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,70,2691,0,0,0,1,0,0,0,1,0,0,485,466,0,359,1950,2013-01-13 00:00:00.0000000
57036,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0,3,11,0,45,2724,0,1,0,0,0,1,0,0,0,0,1466,1419,1,6050,1975,2012-12-11 00:00:00.0000000
66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,50,2814,0,0,0,0,1,0,0,1,0,0,888,747,0,9204,1970,2012-09-12 00:00:00.0000000
75794,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,3,11,0,33,2346,0,1,0,0,0,0,0,1,0,0,1634,1586,1,2612,1987,2013-12-24 00:00:00.0000000
76800,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,3,11,0,55,2272,0,1,0,0,0,1,0,0,0,0,560,479,0,7725,1965,2014-03-08 00:00:00.0000000
79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,53,2225,0,0,1,0,0,0,0,1,0,0,548,532,0,6887,1967,2014-04-24 00:00:00.0000000
91065,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,39,2651,0,0,1,0,0,0,0,1,0,0,1360,1246,2,4216,1981,2013-02-22 00:00:00.0000000
10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,31,2197,1,0,0,0,0,0,0,0,1,0,26,22,0,6864,1989,2014-05-22 00:00:00.0000000
21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,33,2436,0,0,1,0,0,0,1,0,0,0,44,29,0,1987,1987,2013-09-25 00:00:00.0000000
25804,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,2460,0,1,0,0,0,1,0,0,0,0,43,31,0,7034,1978,2013-09-01 00:00:00.0000000
33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,49,2427,0,0,1,0,0,0,0,0,1,0,119,107,0,8334,1971,2013-10-04 00:00:00.0000000
33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,50,2446,0,0,1,0,0,0,0,1,0,0,17,6,1,2281,1970,2013-09-15 00:00:00.0000000
35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,52,2835,0,0,0,1,0,0,0,1,0,0,93,80,0,6263,1968,2012-08-22 00:00:00.0000000
35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,50,2161,1,0,0,0,0,0,0,0,0,1,39,21,0,4472,1970,2014-06-27 00:00:00.0000000
35788,1,1,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,3,11,0,49,2316,0,1,0,0,0,0,0,1,0,0,40,36,0,9216,1971,2014-01-23 00:00:00.0000000
36026,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2264,0,1,0,0,0,0,0,1,0,0,44,27,0,5654,1972,2014-03-16 00:00:00.0000000
42021,1,0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,39,2826,0,0,0,1,0,0,0,0,1,0,546,519,1,7378,1981,2012-08-31 00:00:00.0000000
42243,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61,2359,0,1,0,0,0,0,0,1,0,0,50,45,0,8086,1959,2013-12-11 00:00:00.0000000
46086,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,64,2397,1,0,0,0,0,0,0,1,0,0,293,243,0,9097,1956,2013-11-03 00:00:00.0000000
53374,0,1,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,3,11,1,51,2841,0,0,0,1,0,0,0,0,0,1,1030,996,1,2072,1969,2012-08-16 00:00:00.0000000
55635,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0,3,11,0,49,2752,1,0,0,0,0,0,0,1,0,0,563,536,0,965,1971,2012-11-13 00:00:00.0000000
57912,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,55,2263,1,0,0,0,0,0,0,0,0,1,881,846,1,3924,1965,2014-03-17 00:00:00.0000000
61286,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,54,2490,0,1,0,0,0,0,0,1,0,0,491,374,0,2493,1966,2013-08-02 00:00:00.0000000
61346,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0,42,2425,0,0,0,1,0,0,0,0,1,0,847,705,0,7631,1978,2013-10-06 00:00:00.0000000
65196,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,62,2498,0,0,0,1,0,0,0,1,0,0,955,755,1,3759,1958,2013-07-25 00:00:00.0000000
72117,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,43,2472,0,1,0,0,0,0,0,1,0,0,1023,973,0,2797,1977,2013-08-20 00:00:00.0000000
75251,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,48,2830,0,1,0,0,0,0,0,0,1,0,1872,1854,0,1859,1972,2012-08-27 00:00:00.0000000
25545,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0,35,1987,2012-09-08 00:00:00.0000000
28359,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,37,2404,0,0,0,1,0,0,0,1,0,0,14,12,0,5423,1983,2013-10-27 00:00:00.0000000
30899,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,46,2783,0,0,1,0,0,0,0,0,0,1,32,31,0,5304,1974,2012-10-13 00:00:00.0000000
42395,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0,39,2245,0,0,1,0,0,1,0,0,0,0,157,132,0,738,1981,2014-04-04 00:00:00.0000000
44602,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0,51,2293,0,0,0,1,0,0,0,0,1,0,258,224,0,807,1969,2014-02-15 00:00:00.0000000
44964,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,40,2719,0,0,0,1,0,0,0,1,0,0,39,37,0,4791,1980,2012-12-16 00:00:00.0000000
47111,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,3,11,0,49,2818,0,0,0,0,1,0,0,0,0,1,1051,1010,0,8041,1971,2012-09-08 00:00:00.0000000
49667,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0,3,11,1,65,2837,0,0,1,0,0,0,0,0,0,1,1357,1318,1,3584,1955,2012-08-20 00:00:00.0000000
55801,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,3,11,0,45,2439,0,0,1,0,0,0,0,1,0,0,432,337,1,4426,1975,2013-09-22 00:00:00.0000000
56534,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,52,2500,0,0,0,1,0,0,0,1,0,0,769,723,2,2570,1968,2013-07-23 00:00:00.0000000
69627,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,58,2628,0,0,1,0,0,0,0,1,0,0,808,755,0,3834,1962,2013-03-17 00:00:00.0000000
78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,50,2713,1,0,0,0,0,0,0,0,1,0,1713,1614,0,590,1970,2012-12-22 00:00:00.0000000
78825,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,56,2812,1,0,0,0,0,0,0,0,0,1,877,859,0,2426,1964,2012-09-14 00:00:00.0000000
82427,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,54,2268,0,0,0,1,0,0,0,1,0,0,1349,1242,1,10129,1966,2014-03-12 00:00:00.0000000
87195,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,1,61,2211,0,1,0,0,0,0,0,1,0,0,1059,1021,0,8908,1959,2014-05-08 00:00:00.0000000
92955,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,47,2473,0,1,0,0,0,0,0,1,0,0,1694,1610,2,10489,1973,2013-08-19 00:00:00.0000000
94642,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,0,69,2296,0,1,0,0,0,0,0,1,0,0,2068,1925,2,3334,1951,2014-02-12 00:00:00.0000000
22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,34,2774,0,1,0,0,0,0,0,1,0,0,34,7,1,7736,1986,2012-10-22 00:00:00.0000000
25224,1,0,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0,3,11,0,48,2264,0,1,0,0,0,0,1,0,0,0,38,30,0,1646,1972,2014-03-16 00:00:00.0000000
28420,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,53,2346,1,0,0,0,0,0,0,0,0,1,13,13,0,10757,1967,2013-12-24 00:00:00.0000000
32952,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,3,11,0,43,2369,1,0,0,0,0,0,0,1,0,0,54,53,0,6885,1977,2013-12-01 00:00:00.0000000
35701,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,61,2626,0,1,0,0,0,0,0,1,0,0,41,36,0,3265,1959,2013-03-19 00:00:00.0000000
39660,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,38,2849,0,0,1,0,0,0,0,1,0,0,263,227,0,942,1982,2012-08-08 00:00:00.0000000
46149,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,45,2371,0,1,0,0,0,0,0,1,0,0,335,308,0,907,1975,2013-11-29 00:00:00.0000000
46910,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,56,2257,0,0,0,1,0,0,0,0,0,1,62,56,0,8605,1964,2014-03-23 00:00:00.0000000
52203,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,70,2857,0,0,0,1,0,1,0,0,0,0,911,883,0,6181,1950,2012-07-31 00:00:00.0000000
59809,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,44,2778,0,1,0,0,0,0,0,1,0,0,828,779,0,9949,1976,2012-10-18 00:00:00.0000000
66000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,73,2229,0,0,0,1,0,0,0,0,1,0,666,621,0,7718,1947,2014-04-20 00:00:00.0000000
73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,73,2461,0,0,0,1,0,0,0,0,0,1,1024,953,0,3859,1947,2013-08-31 00:00:00.0000000
77382,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,52,2332,0,0,0,1,0,0,0,1,0,0,987,853,1,9206,1968,2014-01-07 00:00:00.0000000
78427,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,3,11,1,72,2772,0,0,0,0,1,0,0,0,1,0,1792,1654,1,4530,1948,2012-10-24 00:00:00.0000000
89616,0,0,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,0,3,11,1,37,2648,0,0,1,0,0,0,0,0,1,0,1629,1614,0,4418,1983,2013-02-25 00:00:00.0000000
105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,50,2683,0,0,0,1,0,0,0,1,0,0,1517,1310,2,4611,1970,2013-01-21 00:00:00.0000000
15033,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,69,2233,0,0,1,0,0,0,0,1,0,0,15,11,0,9617,1951,2014-04-16 00:00:00.0000000
17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,45,2361,0,1,0,0,0,1,0,0,0,0,31,24,0,7235,1975,2013-12-09 00:00:00.0000000
17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,31,2627,0,1,0,0,0,0,1,0,0,0,12,6,0,6516,1989,2013-03-18 00:00:00.0000000
21918,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,51,2386,0,0,0,1,0,0,0,1,0,0,30,27,0,9862,1969,2013-11-14 00:00:00.0000000
35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,47,2200,1,0,0,0,0,0,0,0,0,1,29,9,1,2055,1973,2014-05-19 00:00:00.0000000
40706,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,52,2687,0,0,0,1,0,0,0,0,0,1,76,71,0,1734,1968,2013-01-17 00:00:00.0000000
43638,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,0,0,0,0,1,0,0,1,0,0,182,163,0,10591,1969,2012-08-06 00:00:00.0000000
45684,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,2368,0,0,0,0,1,0,0,1,0,0,21,14,0,1968,1971,2013-12-02 00:00:00.0000000
46692,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,62,2547,0,0,0,1,0,0,0,0,1,0,309,221,0,10377,1958,2013-06-06 00:00:00.0000000
51267,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,42,2402,0,1,0,0,0,0,0,1,0,0,258,246,0,11075,1978,2013-10-29 00:00:00.0000000
51373,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,3,11,0,29,2531,0,1,0,0,0,0,0,1,0,0,276,159,0,4552,1991,2013-06-22 00:00:00.0000000
51813,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,2603,1,0,0,0,0,0,0,1,0,0,61,59,0,11100,1972,2013-04-11 00:00:00.0000000
54432,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,70,2575,0,1,0,0,0,0,0,0,0,1,38,38,0,10350,1950,2013-05-09 00:00:00.0000000
59868,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,48,2501,0,0,0,1,0,0,0,1,0,0,1040,886,0,6658,1972,2013-07-22 00:00:00.0000000
61074,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,62,2840,0,1,0,0,0,0,0,1,0,0,950,798,0,6439,1958,2012-08-17 00:00:00.0000000
62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,61,2705,1,0,0,0,0,0,0,0,0,1,1282,1257,0,2131,1959,2012-12-30 00:00:00.0000000
65735,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,55,2363,0,0,0,1,0,0,0,0,1,0,384,373,0,8527,1965,2013-12-07 00:00:00.0000000
67353,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,50,2339,0,1,0,0,0,0,0,0,0,1,878,843,0,4339,1970,2013-12-31 00:00:00.0000000
76842,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,3,11,0,70,2216,0,0,0,0,1,0,0,0,0,1,1098,1066,0,6428,1950,2014-05-03 00:00:00.0000000
79607,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,36,2593,0,0,1,0,0,0,0,1,0,0,1707,1491,0,11071,1984,2013-04-21 00:00:00.0000000
12393,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,3,11,0,42,2731,0,1,0,0,0,1,0,0,0,0,44,31,0,1773,1978,2012-12-04 00:00:00.0000000
17323,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,33,2786,0,1,0,0,0,0,0,1,0,0,41,36,0,2569,1987,2012-10-10 00:00:00.0000000
21846,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,3,11,0,34,2409,1,0,0,0,0,0,0,1,0,0,58,32,0,905,1986,2013-10-22 00:00:00.0000000
22554,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,65,2762,0,1,0,0,0,0,0,0,0,1,37,33,0,2156,1955,2012-11-03 00:00:00.0000000
27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,38,2591,0,0,0,1,0,0,0,0,1,0,11,10,0,1109,1982,2013-04-23 00:00:00.0000000
29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,35,2830,0,0,0,1,0,0,0,1,0,0,42,36,0,6728,1985,2012-08-27 00:00:00.0000000
32644,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,3,11,0,47,2688,0,1,0,0,0,0,0,0,0,1,390,367,1,5370,1973,2013-01-16 00:00:00.0000000
32727,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,3,11,0,55,2829,0,0,0,1,0,0,0,0,0,1,459,389,0,6875,1965,2012-08-28 00:00:00.0000000
33378,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,57,2667,1,0,0,0,0,0,0,1,0,0,89,79,0,10967,1963,2013-02-06 00:00:00.0000000
33581,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,2696,0,1,0,0,0,0,0,0,0,1,16,15,0,2098,1969,2013-01-08 00:00:00.0000000
42710,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,0,0,1,0,0,0,0,0,0,1,304,202,0,5036,1984,2012-11-28 00:00:00.0000000
46344,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,0,0,0,0,3,11,0,66,2272,0,0,1,0,0,0,0,1,0,0,21,15,0,2174,1954,2014-03-08 00:00:00.0000000
51148,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,47,2655,0,1,0,0,0,0,0,1,0,0,303,291,0,326,1973,2013-02-18 00:00:00.0000000
58116,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,3,11,0,64,2236,0,1,0,0,0,0,0,1,0,0,392,341,0,9797,1956,2014-04-13 00:00:00.0000000
62187,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,51,2258,0,0,0,0,1,0,0,0,0,1,595,554,0,9336,1969,2014-03-22 00:00:00.0000000
62204,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,60,2814,1,0,0,0,0,0,0,1,0,0,807,668,0,10151,1960,2012-09-12 00:00:00.0000000
